id,source_id,dataset,graph,strategy,provenance,tier,n_ann,label,prop,original_entity,perturbed_form,augmented_question,assigned_annotators
mindthequery:238,Complex_Retrieval_test:88,mindthequery,covid,abbrev,llm,1-census,2,Country,name,Belgium,BE,Find the average duration of visits made by persons with health status 'Healthy' to places located in 'BE'.,B;C
mindthequery:654,Complex_Aggregation_test:130,mindthequery,healthcare,abbrev,llm,1-census,2,Outcome,outcome,Hospitalization - Initial or Prolonged,HO,"For each age group, what is the total number of cases where the outcome was 'HO'?",B;D
cypherbench:514,d50ae51c-c3d5-4d8d-859c-26333de681ac,cypherbench,fictional_character,abbrev,llm,1-census,2,Organization,name,Brotherhood Without Banners,BWB,How many distinct locations have members of the BWB died in?,B;E
cypherbench:844,ba410a3f-b7e3-477d-b1d8-fd4873d15358,cypherbench,company,alias,attested,1-sample,2,Person,name,Irene Dorner,Irene Mitchell Dorner,What are the names of countries where companies with Irene Mitchell Dorner as a board member are based?,C;D
cypherbench:1825,2856c3f3-453c-40ab-80ae-4218febe857b,cypherbench,politics,abbrev,llm,1-census,2,PoliticalParty,name,Stand Up.BG! We are coming!,ИБГНИ,"Who are the politicians who are members of the ИБГНИ party and were also founders of it, and what are their dates of death?",C;E
cypherbench:43,59cf99b7-51f8-4c7c-a7e7-9a58e5ce69a2,cypherbench,nba,abbrev,llm,1-census,2,Position,name,shooting guard,SG,"Provide the names of all players who have played as SGs, along with the number of teams they have been part of, whether currently or in the past.",D;E
cypherbench:1917,95f8870d-bfda-40f1-bfe3-b48c7af49c48,cypherbench,politics,alias,attested,1-sample,2,Country,name,South Africa,zaf,"Provide the names of all countries that zaf has diplomatic relations with, along with the number of countries each of them has diplomatic relations with.",A;B
cypherbench:327,d0ef7612-14b3-4755-8a6f-4ef4b24e99bb,cypherbench,flight_accident,abbrev,attested,1-sample,2,Airport,name,Mojave Air and Space Port at Rutan Field,MHV,What are the names of aviation accidents that were either headed to or departed from MHV?,A;C
cypherbench:274,916f5e4c-3cf6-4c00-aa24-5f3497f1ccc1,cypherbench,flight_accident,partial,algorithmic,2-sample,2,AircraftModel,name,Ford Trimotor,Trimotor,What are the names of airports that were the destination for flight accidents involving the Trimotor?,A;D
cypherbench:640,96775e2e-7f2b-46b8-af84-a9e489e46072,cypherbench,fictional_character,alias,attested,1-sample,2,Character,name,Lysa Arryn,Lysa Tully,What are the names of the places where characters who killed Lysa Tully died?,A;E
mindthequery:737,Complex_Retrieval_test:4,mindthequery,healthcare,abbrev,llm,1-census,2,Outcome,outcome,Hospitalization - Initial or Prolonged,HO,"Retrieve all cases where the outcome is 'HO', and the case falls under the 'Elderly' age group. Also, find drugs that are prescribed to these cases via therapy. Return the case's primary ID and the names of the prescribed drugs.",B;C
zograscope:639,4271,zograscope,pole,abbrev,llm,1-census,2,Officer,rank,Police Constable,PC,Who are the PCs who investigated crimes on where the investigation is complete but no suspect was identified that occured at the same location of a crime on 5/08/2017 involving a vehicle?,B;D
cypherbench:1109,e2e3d0a0-75cd-4922-bd83-817780d7f067,cypherbench,geography,abbrev,llm,1-census,2,DrainageBasin,name,Yellow River Basin,YRB,"How many countries does the Mangpa River, Lancang flow through or are located in the YRB?",B;E
mindthequery:1026,Complex_Retrieval_test:0,mindthequery,wwc,alias,llm,1-census,2,Team,name,Sweden,Blågult,Find all players who represented the team 'Blågult' and played in matches during the 'Canada 2015' tournament. Return their names and the dates of the matches they played in.,C;D
cypherbench:1276,f3de279c-b01c-45b3-9594-90c0367a9efb,cypherbench,geography,alias,attested,1-sample,2,Lake,name,Namtso,Namucuo,How many mountains are located in the same country as the lake Namucuo?,C;E
cypherbench:1609,f3b7da1d-e7c1-4f9c-ac7e-d46718ed685a,cypherbench,movie,abbrev,attested,1-sample,2,Country,name,Austria,AT,"Who are the directors of movies from AT, and how many such Austrian films has each directed?",D;E
cypherbench:815,c3fa52d1-ce21-4659-bd60-ea8c4e7c0fe2,cypherbench,company,abbrev,llm,1-census,2,Company,name,Sony (United Kingdom),Sony UK,How many companies either operate in the phonographic industry or are subsidiaries of the company named 'Sony UK'?,A;B
mindthequery:618,Complex_Aggregation_test:90,mindthequery,healthcare,alias,llm,1-census,2,Reaction,description,"Blood 1,25-dihydroxycholecalciferol decreased",low calcitriol,"For each distinct reporter occupation, what is the total number of cases where the reaction was 'low calcitriol' and the patient's age was greater than 80?",A;C
mindthequery:324,Complex_Retrieval_test:181,mindthequery,covid,abbrev,llm,1-census,2,Country,name,Belgium,BE,"Retrieve the names of all 'Sick' persons who visited places located in 'BE', along with the start times of those visits.",A;D
zograscope:1216,4059,zograscope,pole,typo,algorithmic,2-sample,1,Officer,surname,Bagby,Bagyb,Which areas include a crime that took place on 9/08/2017 that Officer Bagyb investigated?,C
mindthequery:433,Complex_Retrieval_test:85,mindthequery,er,abbrev,llm,1-census,2,User,gender,Male,M,Find the number of users with the gender 'M' who have watched movies released after the year 2000 and belong to the 'Adventure' genre.,A;E
zograscope:378,4250,zograscope,pole,abbrev,llm,1-census,2,Officer,rank,Police Constable,PC,"How many crimes on 1/08/2017 involving people were investigated by PCs who also handled cases with the status ""Investigation complete; no suspect identified"" and involved Tacoma vehicles?",B;C
cypherbench:90,0ca8e2d8-6c25-4108-a5aa-d5c2a83d711d,cypherbench,nba,alias,attested,1-sample,2,Award,name,Sports Illustrated Sportsperson of the Year,Sportsman of the Year,"Provide the names of all players who have received the Sportsman of the Year award, along with the total number of awards each has received.",B;D
mindthequery:711,Complex_Aggregation_test:196,mindthequery,healthcare,alias,llm,1-census,2,Reaction,description,Tumour haemorrhage,tumor hemorrhage,"What is the average age of cases involving 'tumor hemorrhage' as a reaction, grouped by the reporter's occupation?",B;E
cypherbench:1611,0887ca93-e531-4f9b-b5e7-1700db425f39,cypherbench,movie,alias,llm,1-census,2,Movie,name,Skyfall,Bond 23,What are the genres associated with the movie Bond 23?,C;D
cypherbench:368,d0658a9a-4fb0-4803-a136-80adafdf7e49,cypherbench,flight_accident,abbrev,attested,1-sample,2,AircraftModel,name,Fokker F28 Fellowship,F28,"Which aircraft has a greater height, the B-25 Mitchell or the F28?",C;E
mindthequery:962,Complex_Aggregation_test:23,mindthequery,wwc,partial,algorithmic,2-sample,2,Tournament,name,Sweden 1995,Sweden,"For each player who played in matches during the 'Sweden' tournament, calculate the total number of minutes they played and the average number of goals they scored per match. Return the player's name, total minutes played, and average goals per match.",D;E
zograscope:178,1953,zograscope,pole,typo,algorithmic,2-sample,2,Vehicle,model,Accent,Adcent,What is the number of Adcent vehicles connected to criminal activities?,A;B
zograscope:118,1955,zograscope,pole,abbrev,llm,1-census,2,Vehicle,model,Commander,Cdr,How many crimes involve Cdr model vehicles?,A;C
zograscope:599,1869,zograscope,pole,partial,algorithmic,2-sample,2,Location,address,51 Lucas Road,Lucas Road,How are named the officers who looked into the incidents at Lucas Road on 5/08/2017?,A;D
zograscope:1077,4686,zograscope,pole,typo,algorithmic,2-sample,2,Vehicle,model,Pilot,Piloot,What is the manufacturing year of Piloot vehicles tied to a crime in the M11 area?,A;E
mindthequery:369,Complex_Retrieval_test:1,mindthequery,er,abbrev,llm,1-census,2,User,state,Illinois,IL,"For each user from 'IL', find the total number of movies they have watched and return their first name, last name, and the count of movies watched.",B;C
mindthequery:151,Complex_Aggregation_test:222,mindthequery,covid,alias,llm,1-census,2,Place,type,Restaurant,resto,"For each continent, calculate the ratio of visits to 'resto' places to the total number of visits. Return the continent name and the calculated ratio.",B;D
mindthequery:758,Complex_Retrieval_test:25,mindthequery,healthcare,abbrev,llm,1-census,2,Drug,name,MAGNESIUM,Mg,Find cases where the drug 'Mg' is listed as a primary suspect and the patient's age is greater than 70. Return the case's primary ID and the patient's age.,B;E
mindthequery:559,Complex_Aggregation_test:25,mindthequery,healthcare,alias,llm,1-census,2,Reaction,description,Angiopathy,blood vessel disease,"For cases reported by 'Health Professional', what is the average age of patients who experienced 'blood vessel disease' as a reaction, grouped by the gender of the patient?",C;D
mindthequery:914,Complex_Retrieval_test:193,mindthequery,healthcare,abbrev,llm,1-census,2,Manufacturer,manufacturerName,AEGERION,AEGR,Retrieve cases registered by the manufacturer 'AEGR' where the reporter occupation is not 'Consumer'. Return the primary ID of the case and the reporter occupation.,C;E
zograscope:504,328,zograscope,pole,abbrev,llm,1-census,2,Person,surname,Ford,FoMoCo,When was the most recent call received by a person residing with someone with surname FoMoCo?,D;E
mindthequery:1029,Complex_Retrieval_test:4,mindthequery,wwc,abbrev,llm,1-census,2,Team,name,Japan,JPN,Find all players who played in a match on '2019-06-08' and represent the team 'JPN'. List their names and the stage of the match.,A;B
cypherbench:1264,eddfc73f-f7c7-4f83-884d-85cc8cf95823,cypherbench,geography,alias,attested,1-sample,2,Ocean,name,Pacific Ocean,Pacifick Sea,"Provide the names of all rivers that flow into the Pacifick Sea, along with the count of rivers that flow into each of them.",A;C
cypherbench:230,ddea610c-00bc-444c-85b0-a5b15b93ac4c,cypherbench,nba,partial,llm,1-census,2,Division,name,Atlantic Division,Atlantic,What are the names of venues that have served as home venues for teams in the Atlantic at any time?,A;D
cypherbench:1549,e1735e49-5bd9-4ef2-9246-0c91497725e3,cypherbench,movie,abbrev,llm,1-census,2,Award,name,National Society of Film Critics Award for Best Screenplay,NSFC Award for Best Screenplay,"What are the names of movies that have won the NSFC Award for Best Screenplay, sorted by their runtime from longest to shortest?",A;E
mindthequery:1001,Complex_Aggregation_test:142,mindthequery,wwc,abbrev,llm,1-census,2,Tournament,name,Germany 2011,WWC 2011,"For each team that participated in the 'WWC 2011' tournament, calculate the average number of goals scored in matches they played. Return the team's name and the average goals scored.",B;C
mindthequery:745,Complex_Retrieval_test:12,mindthequery,healthcare,abbrev,llm,1-census,2,Drug,primarySubstabce,NITROGLYCERIN,NTG,Identify cases that resulted in 'Death' and where the drug involved as a primary suspect has 'NTG' as its primary substance.,B;D
cypherbench:1010,f182b8e8-6646-49e7-8f3c-e8690507fd6e,cypherbench,company,abbrev,attested,1-sample,2,Company,name,Saxo Bank A/S,SXSI,How many individuals have either founded or served as CEO of SXSI at any time?,B;E
cypherbench:939,14133f73-936a-474a-bcac-f9713b86d64d,cypherbench,company,partial,algorithmic,2-sample,2,Company,name,Tennman Records,Tennman,"Who are the individuals that Tennman was founded by, and where were they born?",C;D
cypherbench:1551,ac026fcf-0c8f-4e05-b78c-678aa955c07f,cypherbench,movie,alias,llm,1-census,2,ProductionCompany,name,American Zoetrope,Zoetrope Studios,"What are the genres of movies produced by Zoetrope Studios, and how many such movies exist for each genre?",C;E
mindthequery:976,Complex_Aggregation_test:57,mindthequery,wwc,abbrev,llm,1-census,2,Tournament,name,Germany 2011,WWC 2011,"Calculate the average number of goals scored per match for each team that participated in the 'WWC 2011' tournament, and also find the total number of matches they played.",D;E
mindthequery:1117,Complex_Retrieval_test:102,mindthequery,wwc,partial,algorithmic,2-sample,1,Tournament,name,China PR 1991,PR 1991,"Find the names of all players who scored goals in matches that took place in the 'PR 1991' tournament, along with the minute of each goal.",D
mindthequery:1021,Complex_Aggregation_test:208,mindthequery,wwc,abbrev,llm,1-census,2,Tournament,name,Germany 2011,WWC 2011,"For the tournament 'WWC 2011', find the average number of goals scored by players in each match. Return the average goals per match for the tournament.",A;B
zograscope:79,2599,zograscope,pole,typo,algorithmic,2-sample,1,Officer,surname,Joskowicz,Joskowcz,On what date did an officer with the surname Joskowcz begin investigating a crime?,E
cypherbench:224,a6d6ac03-64e2-4625-be95-9e77b57d461e,cypherbench,nba,abbrev,llm,1-census,2,Team,name,Boston Celtics,BOS,What are the names of players who have either played for the BOS or were drafted by the Miami Heat?,A;C
zograscope:285,2602,zograscope,pole,typo,algorithmic,2-sample,1,Officer,surname,Slavin,Slavvin,When was the initial crime investigation conducted by an officer whose last name is Slavvin?,A
zograscope:1105,3445,zograscope,pole,typo,algorithmic,2-sample,1,Person,name,Jack,Jackk,Which are the badge numbers of officers who handled drug offenses linked to someone named Jackk?,B
zograscope:358,1538,zograscope,pole,abbrev,llm,1-census,2,Person,surname,Jordan,JOR,Who are the individuals living with someone with last name JOR?,A;D
zograscope:568,1368,zograscope,pole,partial,algorithmic,2-sample,1,Location,address,189 Lowton Road,189 Lowton,How old is the oldest individual living at 189 Lowton?,C
mindthequery:600,Complex_Aggregation_test:71,mindthequery,healthcare,alias,llm,1-census,2,,,Health Professional,Healthcare worker,"What is the average age of cases that resulted in 'Hospitalization - Initial or Prolonged', grouped by the gender of the patient, and reported by sources other than 'Healthcare worker'?",A;E
cypherbench:1531,538fa8b9-09cd-4ff1-adbe-7cbd1ba5a7a0,cypherbench,movie,alias,llm,1-census,2,Genre,name,melodrama,weepie,What are the names and original languages of movies that are both weepies and epic films?,B;C
